G,S,Lifetime,G 1-3,S 1-3,Lifetime 1-3,Chi^2,Total intensity,Chi^2 1-3,Total intensity 1-3,Mask label,FOV,Date,FastFLIM,FastFLIM 1-3,Int 570-590,Int 590-610,Int 610-638,Int 638-720,Int 1/(1-4),Int 2/(1-4),Int 3/(1-4),Int 4/(1-4)
0.442250296,0.493930655,2.357313015,0.000587627,2.171402825,0.4395078,0.492730814,3696811,2.358904239,3696811,113,mix,240609,3696811,2.182733998,767770,1108071,954414,866556,0.207684407,0.29973699,0.258172246,0.234406357
0.238976772,0.4640458,4.004886174,0.002222862,2.899350835,0.236346503,0.462553004,685388,4.019700998,685388,114,mix,240609,685388,2.911334426,214565,151867,157777,161179,0.313056254,0.221578143,0.230200996,0.235164607
0.236291246,0.464895982,4.10128911,0.004562953,2.906937515,0.23358307,0.463623265,338169,4.140192432,338169,115,mix,240609,338169,2.9197421,111677,75539,77232,73721,0.330240205,0.223376477,0.22838285,0.218000467
0.24501631,0.46305817,3.876409369,0.004455933,2.891155257,0.240863999,0.461963603,372696,3.918677251,372696,116,mix,240609,372696,2.905759237,114230,84123,85899,88444,0.306496448,0.225714792,0.23048007,0.237308691
0.439816751,0.49342861,2.363333201,0.000597421,2.180404587,0.436905307,0.491873689,4873037,2.360688653,4873037,117,mix,240609,4873037,2.192728854,963576,1416348,1271962,1221151,0.197736237,0.290649958,0.261020386,0.250593418
0.447878804,0.494756573,2.338305384,0.000562735,2.150960944,0.445186293,0.493264267,3518281,2.334740591,3518281,118,mix,240609,3518281,2.162310994,696843,1048764,918315,854359,0.198063486,0.298089891,0.261012409,0.242834214
0.277670958,0.473602979,3.59152474,0.001244471,2.764877904,0.274796928,0.472199252,1451134,3.598296471,1451134,119,mix,240609,1451134,2.776854631,640776,271098,255699,283561,0.441569145,0.186818033,0.176206332,0.195406489
0.449644408,0.493807982,2.314695338,0.000704861,2.145822795,0.447014346,0.492046805,3431103,2.307731994,3431103,120,mix,240609,3431103,2.157375887,609616,997131,915258,909098,0.177673477,0.290615292,0.266753286,0.264957945
0.237821649,0.462566842,4.028782501,0.000282733,2.915653573,0.234980326,0.461231631,4465114,4.04839201,4465114,121,mix,240609,4465114,2.927613056,1415233,1018043,1025347,1006491,0.316953386,0.22799933,0.229635122,0.225412162
0.244513368,0.463741419,3.910782576,0.000320436,2.890717047,0.240802152,0.46239627,6092169,3.948560527,6092169,122,mix,240609,6092169,2.905702918,1788484,1400986,1422146,1480553,0.293570976,0.229965058,0.23343837,0.243025596
0.238076673,0.46260783,4.012425495,0.000737029,2.913719438,0.235274249,0.461133594,2460002,4.018256895,2460002,123,mix,240609,2460002,2.925332434,796208,557732,563408,542654,0.323661525,0.226720141,0.229027456,0.220590878
0.239219991,0.462438231,3.973143454,0.000463374,2.910177872,0.23672366,0.46094277,4366570,3.979149252,4366570,124,mix,240609,4366570,2.921399909,1399458,998077,994177,974858,0.32049366,0.228572312,0.227679162,0.223254866
0.447407818,0.494077328,2.322945331,0.000996537,2.152412514,0.445129511,0.492301272,6129848,2.311465837,6129848,125,mix,240609,6129848,2.162380447,1153839,1767132,1621742,1587135,0.188232889,0.288283168,0.264564798,0.258919144
0.452765242,0.494105585,2.299060924,0.00082196,2.134215985,0.451093701,0.492212925,5867195,2.28354031,5867195,126,mix,240609,5867195,2.142250607,1081706,1658463,1559914,1567112,0.184365101,0.282667101,0.265870488,0.26709731
0.451064071,0.494062378,2.305926944,0.000781318,2.139965828,0.449223018,0.49216588,8031742,2.292897633,8031742,127,mix,240609,8031742,2.148897799,1503179,2311031,2130535,2086997,0.187154792,0.287737206,0.265264372,0.25984363
0.243242937,0.464459498,3.967485125,0.000223771,2.894259705,0.239727462,0.463041165,10334056,3.996875728,10334056,128,mix,240609,10334056,2.908351839,3045338,2435881,2401736,2451101,0.29468952,0.235713935,0.232409811,0.237186735
0.444075876,0.494295049,2.350357017,0.000667583,2.164371075,0.441278019,0.492517769,3313880,2.341588861,3313880,129,mix,240609,3313880,2.176416384,648424,972268,871264,821924,0.195669125,0.293392639,0.262913564,0.248024672
0.301186764,0.477381124,3.305283429,0.000754571,2.678268268,0.296801285,0.476321295,2377215,3.345003419,2377215,130,mix,240609,2377215,2.695305422,934679,480296,456454,505786,0.393182358,0.202041464,0.192012081,0.212764096
0.278298613,0.473626764,3.571904006,0.00145548,2.762209583,0.275294689,0.471974756,901804,3.579661215,901804,131,mix,240609,901804,2.775623246,398352,167113,158898,177441,0.441727914,0.185309668,0.17620015,0.196762268
0.237878907,0.462795961,4.037195643,0.001979732,2.914920461,0.235431289,0.461382954,947253,4.042318722,947253,132,mix,240609,947253,2.92569613,302259,212636,217392,214966,0.319090042,0.22447646,0.229497294,0.226936204
0.272496449,0.473153635,3.619837596,0.001239974,2.773749543,0.269914226,0.4723686,1015629,3.654560831,1015629,133,mix,240609,1015629,2.784835746,469683,187554,172871,185521,0.462455286,0.184667827,0.170210776,0.182666111
0.283102707,0.475547414,3.546444884,0.000374451,2.742343138,0.279842795,0.474419644,2947269,3.567204051,2947269,134,mix,240609,2947269,2.754862841,1299052,565659,521188,561370,0.440764654,0.191926492,0.176837608,0.190471246
0.445908221,0.494515583,2.335388027,0.001122494,2.156547432,0.442871676,0.493096502,2743657,2.335855058,2743657,135,mix,240609,2743657,2.16919404,515200,818800,730912,678745,0.187778574,0.298433806,0.266400647,0.247386973
0.279704465,0.47450399,3.573364381,0.000795226,2.75578874,0.276800244,0.473566998,1700879,3.593307987,1700879,136,mix,240609,1700879,2.766824503,753464,322607,298973,325835,0.442985068,0.189670753,0.175775584,0.191568595
0.445247182,0.494318384,2.344012463,0.000653875,2.160752476,0.442414104,0.492466416,4928739,2.335032134,4928739,137,mix,240609,4928739,2.172893072,932383,1414520,1299492,1282344,0.189172728,0.2869943,0.263656079,0.260176893
0.268974871,0.470990071,3.684775235,0.003528651,2.799135894,0.267342061,0.470946119,559871,3.676200438,559871,138,mix,240609,559871,2.796171209,263184,101726,94181,100780,0.470079715,0.181695426,0.168219108,0.180005751
0.283627793,0.475302726,3.520500707,0.000522792,2.740109606,0.280345572,0.473915336,2979453,3.532685886,2979453,139,mix,240609,2979453,2.753119487,1273583,577050,539653,589167,0.427455308,0.19367649,0.181124857,0.197743344
0.288572198,0.476528193,3.485825933,0.000280059,2.722809572,0.284998265,0.475408039,3489833,3.517647884,3489833,140,mix,240609,3489833,2.73730671,1465904,687940,641009,694980,0.420049899,0.197126911,0.18367899,0.1991442
0.265543434,0.470083805,3.672786119,0.001919557,2.808620666,0.263289013,0.468620493,642870,3.671704873,642870,141,mix,240609,642870,2.81896782,297234,117769,109831,118036,0.462354753,0.183192558,0.170844805,0.183607883
0.448689957,0.49435394,2.321789137,0.000764069,2.147615724,0.446313804,0.49267997,6334320,2.31466179,6334320,142,mix,240609,6334320,2.158190641,1214925,1877919,1678923,1562553,0.191800383,0.29646734,0.265051813,0.246680465
0.248912865,0.465502116,3.876564434,0.000252377,2.873413949,0.245120068,0.464193208,9740159,3.918256272,9740159,143,mix,240609,9740159,2.888767227,2774207,2300417,2286195,2379340,0.284821531,0.236178588,0.234718448,0.244281433
0.28400466,0.474048187,3.487908228,0.001539282,2.741687112,0.281217471,0.473394119,1181438,3.521959111,1181438,144,mix,240609,1181438,2.752404846,506684,221675,212294,240785,0.42887058,0.187631513,0.17969119,0.203806717
0.233971645,0.46476878,4.160233647,0.004668367,2.915267913,0.232214967,0.464088279,395162,4.181816584,395162,145,mix,240609,395162,2.922976687,133694,89970,88806,82692,0.338327066,0.227678775,0.224733147,0.209261012
0.448875497,0.494370547,2.324787293,0.000737846,2.147752091,0.446356061,0.492924235,2701211,2.319480354,2701211,146,mix,240609,2701211,2.158248298,544642,814201,705302,637066,0.201628825,0.301420733,0.261105852,0.23584459
0.246557289,0.46582499,3.909059351,0.006501038,2.87843546,0.243790382,0.464283745,255073,3.926842872,255073,147,mix,240609,255073,2.890855971,85020,59039,57507,53507,0.333316345,0.231459229,0.225453106,0.20977132
0.442837505,0.494553083,2.353457007,0.001205493,2.167193848,0.44021829,0.493329177,1994407,2.3527514,1994407,148,mix,240609,1994407,2.178102047,412737,610988,517995,452687,0.206947228,0.30635071,0.259723818,0.226978245
0.247347894,0.464060089,3.856511201,0.001592962,2.88099805,0.24330056,0.462548275,1156887,3.882954952,1156887,149,mix,240609,1156887,2.896499152,343218,266130,270803,276736,0.296673746,0.230039753,0.234079041,0.239207459
0.448243386,0.49398179,2.328162022,0.000606775,2.151113214,0.445317175,0.4925953,3066926,2.325741145,3066926,150,mix,240609,3066926,2.1630201,608198,915592,804067,739069,0.198308665,0.298537363,0.26217359,0.240980382
0.240530229,0.462845364,3.963968667,0.000473686,2.905232356,0.237389758,0.461676457,4788069,3.998605949,4788069,151,mix,240609,4788069,2.918316805,1474323,1111596,1105778,1096372,0.307915989,0.232159562,0.230944458,0.228979992
0.443898959,0.492432957,2.328434265,0.006609562,2.169179354,0.444825351,0.488373755,111530,2.24613575,111530,152,mix,240609,111530,2.171172402,21134,33350,29601,27445,0.189491617,0.299022684,0.26540841,0.246077289
0.285371909,0.475807033,3.515486342,0.000856638,2.734402523,0.281978046,0.474568622,1704746,3.537088449,1704746,153,mix,240609,1704746,2.747468094,733526,324702,308686,337832,0.430284629,0.190469431,0.181074483,0.198171458
0.448841042,0.494458324,2.319704426,0.000965868,2.146900723,0.446365029,0.492590339,5526197,2.30917021,5526197,154,mix,240609,5526197,2.157916371,1022368,1599137,1472096,1432596,0.185003901,0.289373868,0.266385002,0.25923723
0.278623646,0.474260239,3.581791741,0.00182053,2.759420632,0.275261124,0.472619636,881318,3.588438035,881318,155,mix,240609,881318,2.773071572,388739,165215,155920,171444,0.441088234,0.187463549,0.176916845,0.194531372
0.280784461,0.474648719,3.566175157,0.000483111,2.751777728,0.277467947,0.473655325,2921027,3.593767571,2921027,156,mix,240609,2921027,2.764681792,1253372,568770,531481,567404,0.429086071,0.194715763,0.181950047,0.194248119
0.278561219,0.47388879,3.572195739,0.000722099,2.760351013,0.275758972,0.472636424,2270754,3.584468422,2270754,157,mix,240609,2270754,2.771922755,1041445,431144,392187,405978,0.458634004,0.189868211,0.172712236,0.178785549
0.448543041,0.494054184,2.320421998,0.000664866,2.148829077,0.446483514,0.492149412,12028682,2.307681975,12028682,158,mix,240609,12028682,2.158443982,2373709,3434714,3156475,3063784,0.197337414,0.28554367,0.262412374,0.254706542
0.239136527,0.462609053,3.99109935,0.000334014,2.910672081,0.236261479,0.461339729,6197692,4.015820852,6197692,159,mix,240609,6197692,2.922809628,1974540,1450907,1415773,1356472,0.318592792,0.234104405,0.228435521,0.218867282
0.450478536,0.493806483,2.306254686,0.000889979,2.142764577,0.448164373,0.491829442,4160591,2.293685759,4160591,160,mix,240609,4160591,2.153384981,713194,1203011,1127720,1116666,0.171416513,0.289144259,0.271048031,0.268391197
0.236094479,0.461685708,4.006995151,0.001513827,2.920765457,0.233665322,0.460525774,1141599,4.023254616,1141599,161,mix,240609,1141599,2.931040625,391086,263303,255328,231882,0.342577385,0.230644035,0.22365822,0.20312036
0.235625747,0.463867673,4.057487474,0.002335718,2.910423825,0.234243432,0.463242815,775720,4.065240447,775720,162,mix,240609,775720,2.916392887,265874,178198,173907,157741,0.342744805,0.229719486,0.224187851,0.203347857
0.277734245,0.474462896,3.542717194,0.00274321,2.7516728,0.274216483,0.472560445,590570,3.541266049,590570,163,mix,240609,590570,2.766546254,268681,110543,102616,108730,0.454951996,0.187180182,0.173757556,0.184110266
0.279746415,0.47450332,3.587360618,0.001135502,2.756928951,0.277717352,0.473585117,1048462,3.598077361,1048462,164,mix,240609,1048462,2.765583811,468108,203512,184099,192743,0.446471117,0.19410527,0.175589578,0.183834035
0.284566918,0.471859467,3.425344823,0.003663904,2.742680493,0.280069775,0.470158484,329690,3.448329539,329690,165,mix,240609,329690,2.760415976,143263,64264,59342,62821,0.434538506,0.194922503,0.179993327,0.190545664
0.242241941,0.463673204,3.954778957,0.000361156,2.898259598,0.239617594,0.462496766,5464368,3.977751254,5464368,166,mix,240609,5464368,2.909553139,1802291,1274614,1228229,1159234,0.329826066,0.23325918,0.22477055,0.212144204
0.270754305,0.472566822,3.647728002,0.002803314,2.780260645,0.267626,0.470064898,388114,3.649507767,388114,167,mix,240609,388114,2.802132719,181946,71347,66047,68774,0.468795251,0.183830009,0.170174227,0.177200513
0.291477419,0.476592222,3.436502909,0.001334834,2.712550232,0.288600603,0.475537698,986783,3.452641863,986783,168,mix,240609,986783,2.72398368,443690,185972,173754,183367,0.449632797,0.188462914,0.176081266,0.185823023
0.274249019,0.473328175,3.648436718,0.001743395,2.776848523,0.271178177,0.471777476,733759,3.649956622,733759,169,mix,240609,733759,2.789094646,334632,140157,127731,131239,0.456051646,0.191012308,0.174077592,0.178858454
0.241836572,0.464345432,3.978496731,0.001477451,2.897569129,0.239262449,0.46272174,1184959,3.981646595,1184959,170,mix,240609,1184959,2.909397196,383768,276045,266347,258799,0.323866058,0.232957427,0.224773178,0.218403337
0.450391418,0.494542807,2.32129001,0.000599685,2.142376286,0.448134645,0.492527233,4201876,2.3095829,4201876,171,mix,240609,4201876,2.153006535,772818,1213584,1113042,1102432,0.183922134,0.288819565,0.264891682,0.262366619
0.449834183,0.494659763,2.324578982,0.000644175,2.144090583,0.447619732,0.492789599,4501840,2.314862148,4501840,172,mix,240609,4501840,2.154626741,807910,1303145,1199314,1191471,0.179462175,0.289469417,0.266405292,0.264663116
0.446994918,0.494816134,2.344543624,0.000821657,2.154295378,0.443649983,0.493047597,1391240,2.335666744,1391240,173,mix,240609,1391240,2.167419379,254837,406899,368121,361383,0.183172565,0.292472183,0.264599206,0.259756045
0.445083937,0.494076634,2.342154107,0.002241536,2.162007587,0.44214425,0.492896394,373710,2.346889406,373710,174,mix,240609,373710,2.174832921,70636,109883,97838,95353,0.189012871,0.294032806,0.261801932,0.255152391
0.282358783,0.475071545,3.488250625,0.004653653,2.736462452,0.279167992,0.474361009,541215,3.523727766,541215,175,mix,240609,541215,2.748255264,236135,101972,95986,107122,0.43630535,0.188413108,0.177352808,0.197928734
